User_ID,Age,Gender,Location,Occupation,Marital_Status,Education_Level,Income_Level,Device_Type,App_Download_Source,Region,App_Name,Screen_Time,Session_Count,Notifications_Received,Time_Spent_Per_Session,App_Installs,App_Version,Usage_Patterns,Peak_Usage_Times,Break_Intervals,Usage_Frequency,App_Addiction_Level,Engagement_Level,Social_Interaction,App_Purpose,Content_Type,Average_Interaction_Time,Sleep_Disruption,Distraction_Level
U3738,99,Male,Williamland,Student,Married,Postgraduate,Middle,iOS,Google Play,West,Facebook,234,1,5,19,No,v1.1,Regular,Night,5 mins every hour,Weekly,Invalid,27,49,News,Text Posts,26,0,6
U3739,47,Invalid,Justinfurt,Unemployed,Single,Postgraduate,Low,Android,Apple Store,South,WhatsApp,9999,12,38,7,No,Beta,Binge,Morning,5 mins every hour,Monthly,60,22,165,News,Photos,23,2,6
U3740,47,Other,Amandaview,Student,Widowed,High School,Low,Tablet,Other,West,Facebook,194,Invalid,9,20,No,Beta,Rare,Morning,10 mins every hour,Daily,59,60,66,Education,Videos,29,9,7
U3741,34,Male,Warrenhaven,Professional,Married,Postgraduate,Middle,Tablet,Apple Store,West,Facebook,40,6,38,28,Yes,v1.2,Rare,Night,10 mins every hour,Daily,32,53,4,Socializing,Photos,24,2,8
U3742,99,Female,Sanchezchester,Retired,Widowed,Undergraduate,High,iOS,Other,North,TikTok,Invalid,9999,23,26,Yes,v1.1,Rare,Afternoon,None,Daily,Invalid,44,179,Education,Text Posts,12,8,7
U3743,99,Other,Lake Eugene,Student,Single,High School,High,Android,Apple Store,South,WhatsApp,9999,9,5,9,Yes,v1.1,Regular,Afternoon,5 mins every hour,Weekly,Invalid,17,145,Work,Photos,29,2,7
U3744,57,Female,Rivaston,Unemployed,Married,Undergraduate,Middle,iOS,Google Play,East,Facebook,36,16,7,27,Yes,v1.0,Regular,Night,10 mins every hour,Daily,52,55,345,Education,Stories,7,7,1
U3745,51,Female,Kingview,Professional,Single,Undergraduate,High,iOS,Other,West,TikTok,282,14,27,17,Yes,v1.1,Rare,Afternoon,10 mins every hour,Daily,Invalid,46,144,Work,Stories,13,2,1
U3746,30,Other,North Samantha,Unemployed,Single,Undergraduate,Middle,Tablet,Google Play,East,Instagram,68,11,29,23,Invalid,v1.2,Regular,Night,None,Monthly,51,71,341,Entertainment,Text Posts,8,4,10
U3747,26,Male,Barbaramouth,Professional,Widowed,Postgraduate,Low,iOS,Google Play,West,TikTok,208,1,5,16,No,v1.2,Rare,Night,None,Daily,5,64,304,Entertainment,Text Posts,13,5,2
U3748,99,Unknown,Lake Jeffrey,Student,Single,Undergraduate,Low,Android,Google Play,North,Facebook,244,14,28,11,Yes,v1.2,Regular,Night,10 mins every hour,Weekly,57,34,326,Socializing,Stories,9,3,1
U3749,19,Female,Perkinsview,Student,Widowed,Postgraduate,Middle,iOS,Apple Store,West,Facebook,133,16,16,18,Invalid,v1.2,Regular,Afternoon,5 mins every hour,Daily,39,89,150,Education,Videos,14,0,8
U3750,24,Male,North Stephen,Unemployed,Single,High School,High,iOS,Google Play,North,TikTok,83,16,23,22,No,v1.2,Regular,Night,10 mins every hour,Daily,9999,84,1,Work,Videos,19,8,6
U3751,48,Unknown,North Christopher,Retired,Single,Undergraduate,Middle,Tablet,Apple Store,West,Twitter,113,5,44,13,Invalid,Latest,Regular,Afternoon,5 mins every hour,Weekly,25,35,104,Entertainment,Videos,17,4,9
U3752,Invalid,Other,East Leslie,Professional,Widowed,Postgraduate,Middle,Tablet,Google Play,South,Facebook,32,3,39,28,No,Beta,Rare,Afternoon,5 mins every hour,Monthly,49,83,485,Socializing,Stories,18,7,8
U3753,99,Female,East Melissaville,Professional,Married,High School,Low,Android,Other,North,WhatsApp,42,14,39,24,Yes,v1.2,Regular,Afternoon,None,Weekly,63,78,330,Education,Text Posts,5,10,9
U3754,46,Other,East Robert,Unemployed,Married,Postgraduate,Low,Android,Google Play,East,Instagram,58,15,32,8,No,v1.1,Binge,Evening,10 mins every hour,Daily,91,52,484,Work,Stories,8,8,9
U3755,99,Other,West Josemouth,Professional,Single,Undergraduate,Middle,iOS,Apple Store,South,Twitter,9999,7,40,15,No,Beta,Rare,Afternoon,5 mins every hour,Daily,39,29,91,Education,Photos,20,9,1
U3756,-1,Female,Maryview,Retired,Single,Postgraduate,High,Tablet,Other,West,Twitter,39,9999,16,27,No,v1.1,Rare,Night,5 mins every hour,Weekly,Invalid,63,197,Socializing,Videos,10,5,8
U3757,27,Other,East Andreaberg,Student,Widowed,Postgraduate,High,Android,Apple Store,West,Instagram,9999,Invalid,37,7,No,Latest,Binge,Morning,5 mins every hour,Monthly,48,10,401,Socializing,Photos,13,9,6
U3758,30,Male,Kingchester,Retired,Single,High School,Middle,Android,Apple Store,North,Instagram,110,13,1,16,Yes,v1.2,Rare,Afternoon,None,Weekly,71,0,153,Socializing,Videos,22,3,2
U3759,59,Male,East Matthewside,Retired,Married,Undergraduate,High,Tablet,Apple Store,West,Instagram,9999,5,45,22,No,v1.0,Rare,Morning,5 mins every hour,Weekly,9999,41,329,News,Text Posts,22,7,6
U3760,33,Female,East James,Student,Single,Undergraduate,Low,Tablet,Google Play,West,TikTok,156,16,44,5,Yes,Beta,Rare,Night,10 mins every hour,Monthly,3,2,341,Work,Videos,15,8,5
U3761,99,Female,Benjamintown,Student,Single,High School,High,iOS,Google Play,West,Twitter,236,18,41,20,No,v1.1,Rare,Morning,10 mins every hour,Daily,60,37,365,Education,Text Posts,23,7,2
U3762,26,Invalid,North Matthew,Student,Married,Postgraduate,Middle,Android,Other,East,Twitter,261,7,19,21,No,v1.0,Rare,Evening,5 mins every hour,Weekly,86,18,200,Entertainment,Videos,14,2,1
U3763,34,Female,West Harrystad,Professional,Widowed,Postgraduate,High,Tablet,Other,North,WhatsApp,250,Invalid,24,7,Yes,v1.0,Binge,Evening,5 mins every hour,Monthly,68,86,498,News,Text Posts,25,1,2
U3764,48,Other,Grahamland,Retired,Widowed,High School,Middle,Android,Apple Store,West,WhatsApp,51,2,1,24,Yes,v1.1,Binge,Afternoon,None,Weekly,85,89,495,News,Videos,15,9,7
U3765,24,Unknown,Onealfurt,Unemployed,Single,High School,High,iOS,Google Play,North,Facebook,233,14,35,8,Yes,v1.0,Regular,Night,None,Weekly,32,34,52,News,Text Posts,25,6,1
U3766,44,Female,Port Kristopher,Student,Single,Undergraduate,Middle,Android,Apple Store,East,TikTok,9999,9999,6,17,No,Beta,Binge,Evening,None,Monthly,Invalid,16,96,Entertainment,Videos,18,3,6
U3767,32,Invalid,Lake Vincentborough,Retired,Single,Undergraduate,Low,Tablet,Other,East,TikTok,231,12,18,13,Yes,Beta,Rare,Morning,5 mins every hour,Daily,9999,54,333,Education,Stories,8,6,2
U3768,24,Female,Gonzaleztown,Unemployed,Single,Undergraduate,High,Android,Apple Store,West,TikTok,79,16,41,7,No,v1.2,Regular,Evening,10 mins every hour,Weekly,23,2,1,Socializing,Videos,13,4,7
U3769,27,Other,East Michael,Student,Married,Postgraduate,High,Android,Apple Store,South,Instagram,38,11,36,17,Yes,Latest,Rare,Night,10 mins every hour,Daily,5,61,365,Work,Photos,20,6,10
U3770,99,Other,Chadberg,Student,Married,High School,Middle,iOS,Google Play,East,Instagram,51,11,21,14,No,v1.2,Regular,Night,10 mins every hour,Monthly,90,70,443,Entertainment,Videos,18,9,3
U3771,44,Male,East Jesus,Student,Widowed,Undergraduate,High,iOS,Apple Store,East,Facebook,118,9999,25,14,Yes,Latest,Binge,Night,5 mins every hour,Daily,64,16,165,Education,Photos,18,0,5
U3772,-1,Female,Apriltown,Unemployed,Single,Postgraduate,Low,Android,Apple Store,East,Instagram,84,15,25,19,No,v1.0,Rare,Afternoon,5 mins every hour,Monthly,71,54,5,Socializing,Text Posts,19,7,10
U3773,26,Male,New Jesse,Student,Single,Undergraduate,High,iOS,Google Play,West,Facebook,Invalid,9999,8,8,Yes,v1.2,Binge,Morning,5 mins every hour,Weekly,Invalid,69,353,News,Photos,6,10,4
U3774,24,Male,Lake Angelicachester,Retired,Married,Postgraduate,High,iOS,Apple Store,North,Twitter,226,13,4,17,Yes,v1.1,Binge,Afternoon,5 mins every hour,Monthly,17,22,365,Work,Photos,13,8,6
U3775,43,Other,Nicholestad,Retired,Married,High School,High,Android,Apple Store,North,Instagram,47,3,14,24,Yes,v1.2,Regular,Evening,10 mins every hour,Daily,90,0,425,News,Text Posts,20,10,8
U3776,Invalid,Female,Vincentmouth,Student,Widowed,Undergraduate,Middle,Android,Other,West,Instagram,299,11,18,20,Yes,Beta,Rare,Night,5 mins every hour,Weekly,100,20,235,News,Text Posts,21,4,7
U3777,25,Female,New Seanborough,Professional,Single,High School,Low,Tablet,Google Play,West,WhatsApp,Invalid,18,43,5,Yes,Beta,Regular,Evening,5 mins every hour,Daily,73,11,103,Work,Videos,10,5,6
U3778,99,Female,South Vickifort,Professional,Married,Postgraduate,Middle,Tablet,Google Play,West,Instagram,217,Invalid,12,6,Invalid,v1.1,Rare,Afternoon,None,Weekly,88,15,143,Socializing,Photos,28,6,2
U3779,Invalid,Other,North Daltonchester,Retired,Widowed,Undergraduate,Low,Tablet,Google Play,North,Twitter,66,9999,33,14,No,Latest,Regular,Morning,None,Weekly,8,22,47,Work,Stories,22,10,8
U3780,42,Other,North Davidshire,Student,Widowed,Postgraduate,Middle,iOS,Other,North,TikTok,9999,3,35,14,Yes,v1.0,Binge,Evening,10 mins every hour,Monthly,95,74,73,News,Photos,7,5,1
U3781,29,Female,Mcdonaldmouth,Retired,Single,Undergraduate,Low,iOS,Other,East,Twitter,231,13,49,13,Yes,v1.1,Regular,Night,5 mins every hour,Monthly,3,20,179,Education,Text Posts,12,0,4
U3782,21,Female,New Tyronebury,Unemployed,Widowed,Undergraduate,Middle,Tablet,Other,North,WhatsApp,221,1,5,23,No,v1.0,Binge,Night,10 mins every hour,Monthly,65,77,244,Entertainment,Text Posts,10,4,2
U3783,19,Male,New Richard,Student,Single,High School,High,Android,Apple Store,North,TikTok,Invalid,Invalid,45,6,No,v1.0,Rare,Morning,None,Monthly,78,46,18,Entertainment,Text Posts,16,10,4
U3784,57,Male,Angelaburgh,Professional,Widowed,Postgraduate,Low,iOS,Apple Store,North,TikTok,9999,Invalid,39,17,No,Beta,Rare,Morning,None,Weekly,4,73,84,Socializing,Videos,15,3,5
U3785,38,Female,Katelynbury,Student,Widowed,High School,Low,Tablet,Google Play,South,WhatsApp,177,Invalid,37,14,No,v1.0,Regular,Morning,None,Daily,90,80,38,Entertainment,Photos,7,8,7
U3786,27,Male,Kevinshire,Student,Widowed,Postgraduate,Low,Tablet,Apple Store,West,TikTok,72,7,44,13,No,v1.1,Regular,Afternoon,5 mins every hour,Weekly,30,28,489,Work,Photos,6,10,1
U3787,-1,Other,New Jonmouth,Retired,Single,High School,Middle,Android,Google Play,West,Facebook,240,9,9,24,Invalid,v1.0,Rare,Night,None,Monthly,14,75,202,Education,Videos,5,0,9
U3788,99,Other,East Thomas,Student,Widowed,Postgraduate,Middle,iOS,Apple Store,East,WhatsApp,220,4,47,5,Yes,Latest,Rare,Morning,10 mins every hour,Monthly,65,59,261,Socializing,Photos,13,7,8
U3789,24,Female,Reedport,Professional,Widowed,Undergraduate,High,iOS,Google Play,West,TikTok,231,6,41,25,No,Beta,Regular,Evening,10 mins every hour,Daily,89,67,482,Education,Stories,12,4,9
U3790,53,Female,Holmesmouth,Retired,Married,Undergraduate,Low,Tablet,Apple Store,South,WhatsApp,9999,9999,9,6,Yes,v1.0,Binge,Morning,None,Daily,44,25,228,Work,Text Posts,29,6,4
U3791,47,Other,New Lisatown,Student,Widowed,Undergraduate,High,iOS,Other,East,Instagram,Invalid,5,30,7,Yes,v1.0,Binge,Afternoon,None,Daily,Invalid,35,222,Work,Videos,17,9,4
U3792,Invalid,Other,North Lauren,Student,Married,High School,High,Android,Google Play,South,WhatsApp,249,4,8,19,No,v1.1,Regular,Morning,None,Monthly,9999,15,316,Socializing,Photos,23,0,5
U3793,26,Male,Sharonside,Retired,Married,Postgraduate,Low,Tablet,Google Play,North,Facebook,175,Invalid,44,9,Yes,Beta,Binge,Evening,None,Daily,9999,53,331,Work,Stories,15,10,3
U3794,-1,Other,Port Tony,Unemployed,Widowed,Postgraduate,High,Tablet,Other,East,WhatsApp,9999,10,48,9,No,v1.2,Rare,Evening,5 mins every hour,Monthly,6,4,15,Socializing,Text Posts,5,10,10
U3795,39,Other,North Lisa,Student,Widowed,Postgraduate,Low,Tablet,Google Play,West,Instagram,123,11,22,14,Yes,Beta,Regular,Evening,10 mins every hour,Monthly,Invalid,5,344,News,Text Posts,8,8,10
U3796,99,Female,Maldonadostad,Student,Widowed,High School,Low,iOS,Google Play,West,Facebook,241,9999,29,27,Yes,v1.2,Rare,Afternoon,None,Daily,92,83,207,News,Stories,22,9,8
U3797,25,Male,New Denise,Student,Single,High School,High,Tablet,Other,North,Facebook,150,Invalid,30,8,Yes,v1.1,Rare,Evening,10 mins every hour,Weekly,37,85,428,Socializing,Photos,19,5,6
U3798,58,Male,South Matthew,Student,Married,Postgraduate,Middle,Tablet,Other,West,TikTok,9999,9,42,8,No,Beta,Rare,Night,5 mins every hour,Weekly,83,87,80,Entertainment,Stories,9,4,5
U3799,28,Other,New Hollyshire,Unemployed,Widowed,Postgraduate,Low,Android,Apple Store,West,Twitter,Invalid,4,11,15,No,Beta,Binge,Evening,None,Monthly,22,97,124,News,Stories,26,8,5
U3800,Invalid,Female,South Gerald,Unemployed,Married,Undergraduate,Low,iOS,Apple Store,East,Twitter,32,18,39,8,Invalid,v1.0,Rare,Evening,10 mins every hour,Daily,9999,32,162,Socializing,Stories,16,3,6
U3801,53,Male,Port Grace,Retired,Married,High School,Low,iOS,Other,North,Twitter,Invalid,3,5,25,Yes,Beta,Binge,Night,5 mins every hour,Monthly,59,6,372,News,Text Posts,13,8,5
U3802,48,Other,Marshborough,Professional,Single,Postgraduate,High,Tablet,Google Play,North,WhatsApp,222,16,14,11,Yes,v1.1,Regular,Morning,5 mins every hour,Weekly,20,23,122,Work,Stories,13,9,10
U3803,32,Male,South Denise,Student,Widowed,Postgraduate,Middle,iOS,Google Play,North,TikTok,246,6,22,13,Yes,Latest,Regular,Night,5 mins every hour,Daily,95,99,75,News,Videos,17,3,10
U3804,46,Male,Valeriemouth,Retired,Widowed,High School,Low,iOS,Apple Store,West,Instagram,87,13,17,10,Yes,Latest,Regular,Morning,None,Monthly,Invalid,99,106,Work,Videos,26,9,4
U3805,49,Female,Elizabethberg,Unemployed,Married,Postgraduate,Middle,Android,Other,East,Facebook,189,2,18,20,No,Latest,Rare,Afternoon,5 mins every hour,Daily,89,68,201,Education,Text Posts,21,7,6
U3806,20,Female,Sweeneyside,Unemployed,Married,Undergraduate,Middle,Android,Google Play,East,Twitter,115,6,40,26,Yes,v1.0,Binge,Night,None,Daily,Invalid,79,499,News,Stories,17,2,5
U3807,24,Invalid,Lake Carla,Professional,Single,High School,Low,Android,Apple Store,East,Instagram,9999,Invalid,47,8,Yes,v1.0,Rare,Evening,None,Daily,45,32,499,Work,Videos,28,6,5
U3808,40,Male,Shortmouth,Student,Single,Postgraduate,Low,Tablet,Apple Store,North,Facebook,215,15,26,28,No,v1.1,Regular,Afternoon,None,Daily,6,30,161,Socializing,Text Posts,13,7,4
U3809,44,Other,Ariasborough,Unemployed,Single,Undergraduate,Middle,Tablet,Apple Store,West,WhatsApp,171,Invalid,3,24,Yes,v1.2,Regular,Evening,5 mins every hour,Daily,65,39,49,Socializing,Text Posts,27,8,10
U3810,51,Other,Victormouth,Retired,Single,Postgraduate,Low,iOS,Google Play,North,Twitter,144,15,9,18,No,v1.2,Rare,Morning,None,Weekly,Invalid,61,258,Work,Stories,14,3,7
U3811,99,Female,East Kaitlyn,Professional,Married,Undergraduate,Middle,Android,Apple Store,South,TikTok,175,9,33,23,No,v1.2,Regular,Night,None,Weekly,73,30,274,Socializing,Photos,15,5,8
U3812,53,Female,Chapmanstad,Professional,Single,Postgraduate,Middle,iOS,Other,South,Facebook,255,5,15,27,No,v1.2,Regular,Afternoon,10 mins every hour,Daily,8,33,71,Education,Stories,17,2,6
U3813,41,Male,West Colleenbury,Student,Married,Postgraduate,Middle,iOS,Apple Store,West,Facebook,261,9999,3,25,No,v1.2,Binge,Evening,None,Monthly,65,7,430,Entertainment,Photos,21,0,10
U3814,47,Other,East David,Professional,Widowed,Undergraduate,Middle,iOS,Google Play,East,Twitter,9999,9999,11,17,Yes,Beta,Regular,Afternoon,10 mins every hour,Weekly,33,65,166,News,Photos,18,5,10
U3815,21,Unknown,Port Charlesmouth,Unemployed,Widowed,Undergraduate,Middle,Android,Apple Store,East,Facebook,9999,Invalid,0,10,Yes,Beta,Binge,Morning,5 mins every hour,Weekly,87,1,212,Socializing,Photos,24,4,3
U3816,28,Unknown,Mathewsmouth,Retired,Widowed,Postgraduate,High,Tablet,Apple Store,North,Facebook,9999,7,46,17,Yes,v1.0,Binge,Morning,None,Weekly,9999,80,349,News,Text Posts,22,0,5
U3817,55,Other,Valeriehaven,Professional,Single,Undergraduate,High,Tablet,Other,East,TikTok,46,1,4,28,Yes,v1.1,Rare,Afternoon,10 mins every hour,Weekly,10,56,249,Work,Stories,11,4,3
U3818,-1,Female,East Karenside,Unemployed,Widowed,High School,High,Tablet,Apple Store,South,Instagram,9999,13,23,21,Yes,Beta,Rare,Night,10 mins every hour,Weekly,Invalid,46,410,Work,Photos,29,3,3
U3819,37,Other,East Ann,Student,Widowed,Undergraduate,Middle,iOS,Other,South,WhatsApp,194,14,32,21,No,Beta,Rare,Night,None,Monthly,100,100,361,Socializing,Videos,22,8,9
U3820,Invalid,Invalid,Robertport,Unemployed,Widowed,Postgraduate,High,Android,Apple Store,East,WhatsApp,192,2,49,27,No,v1.1,Rare,Evening,5 mins every hour,Daily,15,19,430,News,Videos,29,4,6
U3821,31,Male,North Maryborough,Student,Widowed,Undergraduate,High,Tablet,Other,East,TikTok,240,4,30,18,Yes,v1.2,Binge,Morning,5 mins every hour,Weekly,81,0,121,News,Stories,5,9,7
U3822,32,Female,Lake Derekview,Professional,Widowed,Undergraduate,High,Android,Other,South,Facebook,68,Invalid,2,8,Yes,v1.0,Binge,Afternoon,10 mins every hour,Weekly,63,98,410,Work,Videos,12,5,10
U3823,27,Unknown,West Christopherbury,Student,Married,Undergraduate,High,Android,Google Play,South,TikTok,213,9999,42,15,No,v1.0,Regular,Night,10 mins every hour,Weekly,60,61,244,Socializing,Photos,19,6,1
U3824,99,Female,Lake Gary,Unemployed,Married,Undergraduate,High,iOS,Other,West,Twitter,37,9999,20,16,No,v1.1,Regular,Night,None,Daily,21,42,437,Socializing,Stories,25,7,8
U3825,99,Male,West Kaylafort,Professional,Married,Postgraduate,High,Android,Apple Store,South,WhatsApp,265,11,13,24,No,Beta,Rare,Afternoon,None,Monthly,85,45,485,News,Photos,6,8,3
U3826,29,Male,South Christineside,Unemployed,Married,Postgraduate,Middle,Android,Apple Store,West,WhatsApp,32,9999,21,24,Yes,v1.2,Rare,Morning,5 mins every hour,Weekly,44,34,72,Work,Text Posts,13,5,6
U3827,42,Female,Timothymouth,Student,Single,Postgraduate,High,iOS,Apple Store,North,Twitter,119,14,28,5,Yes,v1.0,Binge,Morning,10 mins every hour,Daily,71,65,199,Entertainment,Photos,14,10,5
U3828,57,Female,Karenside,Student,Single,Postgraduate,Low,Tablet,Google Play,East,Facebook,255,19,38,16,Yes,Latest,Regular,Night,5 mins every hour,Monthly,9999,96,76,Work,Videos,10,7,6
U3829,42,Other,Lake Brandon,Student,Widowed,Postgraduate,Low,Android,Apple Store,East,WhatsApp,9999,18,26,13,Yes,v1.0,Regular,Afternoon,10 mins every hour,Weekly,72,39,365,Socializing,Photos,21,10,3
U3830,99,Female,New Ambershire,Professional,Widowed,Postgraduate,Low,Tablet,Other,East,Facebook,259,Invalid,11,28,No,v1.2,Binge,Night,None,Monthly,9999,21,384,Entertainment,Videos,22,6,1
U3831,44,Other,Amberchester,Unemployed,Married,Postgraduate,Middle,Android,Apple Store,East,Instagram,224,16,17,29,Yes,Latest,Binge,Night,10 mins every hour,Weekly,69,55,490,Entertainment,Text Posts,28,5,10
U3832,49,Unknown,Port Kevinburgh,Retired,Single,Postgraduate,High,iOS,Apple Store,South,TikTok,146,14,16,13,No,Latest,Regular,Evening,5 mins every hour,Weekly,38,60,281,Education,Videos,27,5,1
U3833,-1,Male,Johnstonstad,Unemployed,Single,Postgraduate,Middle,Tablet,Google Play,East,TikTok,118,17,14,22,No,v1.0,Binge,Morning,5 mins every hour,Weekly,Invalid,30,66,News,Stories,23,6,7
U3834,49,Female,Mistyshire,Retired,Married,High School,Middle,Android,Google Play,North,WhatsApp,251,9999,6,10,Yes,Latest,Regular,Afternoon,None,Weekly,77,38,109,Entertainment,Stories,12,7,6
U3835,41,Male,New Randall,Retired,Married,High School,High,iOS,Apple Store,West,WhatsApp,Invalid,3,33,10,No,Beta,Regular,Morning,10 mins every hour,Weekly,16,53,420,Education,Photos,24,4,5
U3836,20,Other,West Annachester,Student,Single,High School,High,Android,Google Play,South,Facebook,31,10,34,6,Yes,Latest,Binge,Afternoon,None,Daily,Invalid,7,421,Socializing,Photos,20,5,7
U3837,58,Female,Williamton,Professional,Widowed,High School,High,Android,Other,West,TikTok,242,14,37,26,Yes,Latest,Binge,Night,None,Daily,95,79,195,News,Stories,22,1,5
U3838,56,Male,Marvinmouth,Professional,Single,High School,Low,Tablet,Google Play,North,Instagram,166,19,11,9,No,Latest,Regular,Morning,None,Daily,42,0,216,Education,Stories,24,8,10
U3839,33,Female,Torresmouth,Unemployed,Married,High School,High,Tablet,Google Play,East,Twitter,234,9,17,26,No,v1.0,Rare,Night,None,Daily,9999,30,494,Education,Photos,20,8,9
U3840,41,Male,Sullivanland,Student,Single,Undergraduate,Low,Android,Google Play,South,Instagram,185,16,31,23,Yes,Beta,Rare,Morning,None,Weekly,77,100,46,News,Stories,19,5,8
U3841,23,Female,New Kristenshire,Student,Single,Postgraduate,Low,Tablet,Apple Store,East,TikTok,Invalid,Invalid,8,7,Yes,Beta,Regular,Night,5 mins every hour,Weekly,8,57,254,News,Text Posts,25,2,6
U3842,52,Male,Oconnorfurt,Professional,Widowed,High School,High,iOS,Apple Store,South,Instagram,Invalid,5,16,15,No,v1.0,Rare,Morning,5 mins every hour,Daily,76,63,377,Work,Stories,29,2,7
U3843,47,Male,Reedhaven,Retired,Widowed,Postgraduate,High,Android,Other,East,Instagram,Invalid,9999,37,17,Yes,v1.2,Binge,Night,10 mins every hour,Monthly,Invalid,6,377,Entertainment,Stories,10,1,3
U3844,99,Female,South Robertobury,Professional,Single,Postgraduate,High,iOS,Apple Store,West,Instagram,278,9999,13,20,No,Latest,Binge,Morning,5 mins every hour,Daily,23,96,377,Work,Stories,17,0,1
U3845,57,Male,Haysmouth,Retired,Widowed,High School,Low,Android,Other,North,Instagram,9999,10,27,23,No,Beta,Binge,Afternoon,10 mins every hour,Daily,78,85,472,Education,Text Posts,20,1,7
U3846,30,Female,New Douglaschester,Retired,Single,Undergraduate,High,Tablet,Other,North,Instagram,135,3,26,16,No,v1.2,Binge,Afternoon,10 mins every hour,Weekly,9999,58,64,Work,Stories,8,3,10
U3847,46,Male,New Miguelmouth,Retired,Married,Undergraduate,Middle,iOS,Apple Store,West,Facebook,119,9999,40,18,Yes,v1.2,Regular,Night,10 mins every hour,Daily,62,100,348,Entertainment,Stories,8,7,2
U3848,Invalid,Male,Williamsfurt,Retired,Widowed,High School,High,Android,Google Play,East,Twitter,9999,18,38,25,Yes,v1.2,Rare,Evening,None,Weekly,7,28,286,Socializing,Videos,8,10,2
U3849,44,Male,Danielhaven,Retired,Single,Undergraduate,Low,Tablet,Other,South,TikTok,56,10,36,7,No,Latest,Regular,Afternoon,None,Weekly,46,24,302,Education,Photos,8,9,9
U3850,59,Invalid,Gregoryhaven,Professional,Widowed,Undergraduate,High,iOS,Google Play,West,TikTok,36,14,36,21,Yes,v1.2,Binge,Afternoon,10 mins every hour,Daily,100,82,144,Education,Photos,26,0,10
U3851,Invalid,Male,Jacquelinestad,Professional,Single,Undergraduate,Middle,Android,Google Play,South,Instagram,286,13,1,14,No,v1.1,Rare,Night,None,Daily,Invalid,45,429,News,Stories,22,4,6
U3852,-1,Female,Hartport,Student,Married,Undergraduate,High,iOS,Apple Store,East,WhatsApp,9999,17,26,13,No,Latest,Rare,Afternoon,5 mins every hour,Monthly,20,96,23,Work,Photos,28,2,3
U3853,57,Male,Masonfort,Student,Single,Undergraduate,High,iOS,Apple Store,South,Twitter,9999,9999,30,15,No,v1.0,Binge,Night,10 mins every hour,Monthly,9999,38,161,Entertainment,Text Posts,18,0,4
U3854,22,Male,Lovemouth,Student,Single,Postgraduate,High,iOS,Google Play,West,TikTok,168,11,23,8,Yes,v1.1,Binge,Evening,10 mins every hour,Daily,47,18,82,Socializing,Videos,17,2,5
U3855,-1,Female,North Brandonbury,Professional,Widowed,Postgraduate,Low,Android,Apple Store,East,WhatsApp,153,17,46,14,Yes,v1.2,Rare,Afternoon,5 mins every hour,Daily,60,47,148,Work,Photos,7,1,5
U3856,46,Other,Howeburgh,Retired,Married,Undergraduate,Middle,iOS,Google Play,South,Instagram,132,3,16,15,Yes,Beta,Rare,Afternoon,None,Monthly,9999,92,23,News,Videos,26,5,6
U3857,-1,Female,Lake William,Professional,Single,Undergraduate,Middle,Tablet,Other,East,WhatsApp,9999,7,12,14,Invalid,Beta,Regular,Morning,10 mins every hour,Weekly,73,6,375,Socializing,Text Posts,11,10,5
U3858,-1,Female,Lake Cynthiaview,Retired,Widowed,High School,Low,Tablet,Google Play,South,Twitter,284,10,21,16,Invalid,Latest,Binge,Afternoon,10 mins every hour,Daily,9999,96,156,Education,Videos,14,0,10
U3859,27,Female,Andersontown,Unemployed,Single,Postgraduate,Middle,Android,Google Play,South,TikTok,50,5,9,26,No,Beta,Regular,Night,5 mins every hour,Daily,27,84,62,Education,Stories,8,4,5
U3860,26,Invalid,East Gabriella,Retired,Widowed,High School,Low,Tablet,Other,West,TikTok,122,6,1,27,Yes,v1.1,Regular,Evening,5 mins every hour,Daily,82,96,108,News,Stories,21,2,8
U3861,42,Other,West Stephanieshire,Student,Single,Postgraduate,High,iOS,Google Play,South,TikTok,95,9999,7,18,Yes,v1.0,Regular,Evening,None,Daily,10,12,164,Work,Videos,24,5,3
U3862,48,Female,Hensontown,Professional,Married,High School,Low,Tablet,Apple Store,West,Facebook,178,15,49,8,Yes,v1.1,Regular,Evening,10 mins every hour,Weekly,36,100,136,Education,Text Posts,7,5,8
U3863,52,Female,North Kristen,Professional,Married,High School,Middle,Android,Other,North,Instagram,Invalid,15,32,20,Yes,Beta,Rare,Morning,None,Daily,100,65,303,Work,Photos,24,10,7
U3864,29,Invalid,Port Jason,Unemployed,Single,Postgraduate,High,iOS,Other,North,WhatsApp,152,17,0,13,No,v1.2,Regular,Night,10 mins every hour,Daily,9999,4,35,Socializing,Videos,8,8,2
U3865,54,Female,Mitchellchester,Unemployed,Married,Postgraduate,Low,iOS,Apple Store,North,WhatsApp,Invalid,5,11,22,No,v1.0,Binge,Night,10 mins every hour,Monthly,25,16,330,Socializing,Photos,20,2,7
U3866,-1,Male,New Christophermouth,Professional,Single,High School,Middle,iOS,Google Play,East,Facebook,90,9,37,13,No,Beta,Binge,Evening,None,Daily,89,25,408,Work,Stories,9,3,4
U3867,43,Female,New Billyton,Student,Married,Undergraduate,High,iOS,Google Play,South,WhatsApp,172,15,11,26,Yes,v1.0,Binge,Morning,10 mins every hour,Daily,64,33,109,News,Stories,12,0,6
