crop_type,yield_per_acre,sowing_date,harvest_date,soil_nutrient_levels,rainfall,temperature,farmer_id,subsidy_amount,disbursement_date,soil type,crop name,location,Amount paid,Water usage(Litres),Electricity,Workers,Number of Acres
corn,2.24,11/30/2022,11/25/2022,medium,39.42,76.88,421,993.57,11-04-2022,Clayey,Sunflower,Jammu and Kashmir,8398,605,FALSE,6,953
corn,29.25,07-06-2020,05-07-2021,high,25.69,18.78,422,8786.9,08-02-2020,Alluvial,Plum,Andhra Pradesh,7963,718,FALSE,5,75
corn,30.37,02-04-2021,2/17/2020,medium,41.31,48.32,423,3427.25,08-09-2022,Loamy,Mustard,Telangana,6763,329,TRUE,9,948
cotton,15.13,8/14/2022,8/14/2021,high,46.1,89.46,424,9858.84,5/27/2020,Alluvial,Lentil,Jammu and Kashmir,5700,313,FALSE,3,335
soybeans,29.59,12/26/2020,02-01-2022,medium,37.66,111.44,425,6348.95,9/29/2020,Red,Peach,Andhra Pradesh,1699,754,TRUE,7,954
soybeans,90.86,8/30/2022,11-01-2022,high,6.57,1.57,426,2879.9,7/28/2021,Mountain,Chickpea,Telangana,7830,648,TRUE,1,770
soybeans,70.71,02-04-2020,06-04-2022,low,47.42,40.24,427,3465.81,8/26/2022,Red,Chickpea,Bihar,3967,819,FALSE,1,173
cotton,31.52,04-11-2020,5/29/2021,high,45.28,51.95,428,6992.12,06-12-2021,Desert,Millets,Assam,936,871,FALSE,1,507
rice,10.54,12/16/2022,10-05-2021,medium,11.89,0.19,429,968.41,8/29/2022,Loamy,Areca nut,Kerala,7865,977,FALSE,1,581
soybeans,9.6,02-06-2022,09-10-2021,high,22.21,6.05,430,8503.81,01-02-2022,Peaty,Maize,Himachal Pradesh,9403,328,TRUE,9,806
cotton,6.28,11/14/2021,4/28/2021,medium,41.22,-19.67,431,2575.76,09-04-2020,Red,Rice,Rajasthan,5900,961,FALSE,6,631
cotton,29.24,2/27/2022,2/28/2022,high,30.35,72.86,432,897.21,10/21/2022,Loamy,Chili,Himachal Pradesh,5977,75,FALSE,9,161
rice,10.55,07-04-2021,12-09-2021,high,3.91,1.99,433,4193.65,6/29/2021,Black,Wheat,Kerala,4776,768,TRUE,9,83
wheat,77.09,11/16/2020,08-11-2022,medium,8.46,-17.88,434,3461.54,12/14/2021,Saline,Sunflower,Assam,5755,325,TRUE,10,619
wheat,46.31,12/14/2020,10/25/2021,high,5.24,89.41,435,3836.1,11/25/2021,Desert,Tobacco,Rajasthan,3813,425,TRUE,9,970
cotton,45.63,06-04-2020,12/14/2020,low,42.61,50.38,436,4532.5,3/26/2020,Laterite,Sorghum,Haryana,5888,633,FALSE,4,451
soybeans,92.8,09-04-2020,10/26/2022,low,48.52,95.44,437,4300.72,1/15/2022,Clayey,Tobacco,Himachal Pradesh,6863,971,TRUE,10,602
corn,59.76,9/26/2021,6/13/2022,high,26.24,93.43,438,7521.75,11-03-2021,Mountain,Chickpea,Assam,2931,180,FALSE,2,793
rice,27.18,4/24/2021,12-01-2020,low,36.98,67.63,439,4502.5,12/31/2021,Mountain,Sugarcane,Tamil Nadu,1479,24,FALSE,8,586
cotton,26.16,02-02-2020,05-12-2020,low,11.7,97.35,440,7147.26,08-07-2021,Desert,Date Palm,Uttarakhand,4666,310,FALSE,8,151
cotton,15.06,01-04-2021,7/19/2022,medium,14.68,79.28,441,8296.05,09-09-2022,Black,Coriander,West Bengal,5041,916,FALSE,10,938
corn,97.75,10-03-2021,4/13/2021,low,17.52,-19.88,442,3127.56,3/22/2022,Black,Cumin,Telangana,7140,169,FALSE,7,124
wheat,44.07,01-01-2021,5/28/2020,high,20.43,90.79,443,5459.56,03-09-2020,Saline,Groundnut,Kerala,2647,36,FALSE,9,24
cotton,57.25,12/16/2020,9/27/2022,high,4.18,98.38,444,5562.36,6/29/2021,Loamy,Date Palm,Himachal Pradesh,2519,92,FALSE,3,969
wheat,53.25,9/24/2020,3/20/2022,medium,9.77,91.4,445,9050.97,3/23/2022,Desert,Millets,Rajasthan,7601,432,FALSE,1,833
corn,31.92,08-06-2020,12/30/2022,high,29.5,53.22,446,8268.15,6/28/2021,Black,Onion,Odisha,680,844,FALSE,7,435
soybeans,64.16,7/24/2022,02-05-2022,low,6.26,33.98,447,821.86,7/31/2020,Saline,Groundnut,Uttarakhand,4834,30,TRUE,9,779
soybeans,88.56,11-07-2022,4/18/2020,high,23.67,63.37,448,2923.11,10/18/2020,Mountain,Wheat,Odisha,9592,851,FALSE,7,768
cotton,24.57,06-11-2021,06-04-2022,low,13.38,94.83,449,474.32,3/31/2021,Saline,Plum,Andhra Pradesh,5098,789,FALSE,5,643
soybeans,10.31,09-09-2022,7/30/2020,low,7.31,101.66,450,9996.09,10-11-2022,Mountain,Areca nut,Odisha,7203,456,TRUE,3,918
wheat,36.99,11-03-2022,8/23/2022,low,46.41,-2.26,451,68.67,02-06-2020,Peaty,Sorghum,Chhattisgarh,4064,792,TRUE,7,644
wheat,51.33,08-05-2020,10-12-2020,medium,18.94,70.02,452,3583.92,12-07-2021,Clayey,Chili,Chhattisgarh,4636,721,TRUE,2,730
cotton,0.09,7/21/2021,4/25/2021,medium,43.2,23.85,453,3466.69,8/25/2022,Alluvial,Date Palm,Uttarakhand,5832,600,FALSE,9,843
rice,44.84,05-08-2022,11-12-2020,high,24.76,9.04,454,4154.82,1/29/2021,Peaty,Sesame,West Bengal,6512,741,FALSE,6,962
soybeans,44.29,10-03-2020,1/31/2021,low,26.78,76.08,455,3377.97,5/19/2021,Peaty,Peanut,Andhra Pradesh,3045,164,TRUE,9,557
wheat,47.78,08-11-2020,06-07-2022,low,6.39,59.95,456,5293.16,5/27/2022,Alluvial,Millets,Jammu and Kashmir,5365,626,TRUE,4,448
rice,34.98,05-03-2021,4/13/2021,low,19.32,18.98,457,3799.88,05-08-2020,Mountain,Cabbage,Maharashtra,3816,881,FALSE,1,953
wheat,6.06,10/19/2021,4/20/2020,low,20.4,114.53,458,7599.09,07-10-2021,Mountain,Sugarcane,Andhra Pradesh,7190,664,FALSE,2,770
rice,12.8,12-04-2020,5/18/2021,medium,45.1,45.85,459,9387.65,02-09-2020,Black,Groundnut,West Bengal,1393,95,TRUE,7,447
cotton,85.8,9/29/2022,7/20/2021,low,5,41.51,460,9214.11,5/19/2022,Desert,Lentil,Uttar Pradesh,7821,212,FALSE,1,78
corn,21.09,11/14/2022,4/13/2022,low,15.52,68.36,461,7474.88,12/14/2021,Clayey,Vegetables,Uttarakhand,3647,832,FALSE,1,855
cotton,2.1,4/22/2022,3/23/2020,low,25.28,24.01,462,9892.49,9/15/2021,Clayey,Sunflower,Telangana,3823,161,FALSE,5,654
soybeans,83.85,06-04-2021,08-02-2022,high,29.06,57.03,463,7371.14,6/17/2022,Alluvial,Tea,Assam,9195,419,TRUE,4,295
wheat,29.13,8/24/2020,6/19/2021,low,10.74,4.15,464,4003.97,6/17/2022,Saline,Pineapple,Uttarakhand,3402,646,FALSE,9,767
corn,47.41,9/22/2020,5/23/2022,low,8.16,-9.27,465,5256.97,01-07-2021,Red,Lentil,West Bengal,8716,477,TRUE,3,530
rice,66.4,6/29/2022,09-02-2021,medium,36.99,3.94,466,1517.57,3/25/2021,Black,Chili,Uttar Pradesh,2379,659,TRUE,8,895
cotton,71.74,5/26/2021,9/13/2021,high,41.19,-6.36,467,7121.19,10-07-2020,Peaty,Plum,Madhya Pradesh,6934,773,FALSE,10,985
rice,57.75,07-08-2020,11-03-2022,medium,14.24,-18.16,468,7182.19,6/13/2021,Laterite,Maize,Rajasthan,1059,106,FALSE,7,171
wheat,38.61,11-02-2022,8/27/2020,low,26.8,87.29,469,3906.63,04-03-2020,Black,Lentil,Haryana,8707,998,TRUE,1,861
rice,25.55,01-10-2022,1/28/2021,low,40.2,118.6,470,3196.51,11-03-2022,Clayey,Sugarcane,Punjab,6540,939,TRUE,8,814
rice,5.48,11/14/2022,11-04-2020,low,25.87,45.04,471,9156.41,10-03-2020,Mountain,Mustard,Himachal Pradesh,9197,526,FALSE,7,422
soybeans,12.45,10/14/2022,12-04-2020,low,37.21,107.15,472,8303.59,07-02-2022,Desert,Ragi,Bihar,3416,650,TRUE,5,989
rice,25.95,9/21/2020,3/17/2020,medium,23.39,24.26,473,1770.72,11-11-2022,Saline,Chili,Uttarakhand,3694,761,TRUE,3,793
soybeans,38.3,4/29/2021,03-04-2021,low,25,20.86,474,8336.32,7/24/2021,Clayey,Pulses,Bihar,5654,296,FALSE,5,706
cotton,78,09-11-2022,1/15/2021,high,41.45,43.45,475,363.54,12/24/2020,Peaty,Plum,Gujarat,7291,714,TRUE,3,577
soybeans,50.61,4/25/2022,01-06-2022,medium,17.26,78.31,476,8077.68,09-10-2020,Laterite,Soybean,Chhattisgarh,390,892,FALSE,4,569
wheat,20.47,9/30/2021,2/24/2020,high,12.41,76.24,477,7871.13,12/15/2020,Red,Pineapple,Uttar Pradesh,8947,143,TRUE,2,827
rice,17.57,12/21/2022,4/25/2021,low,21.3,56.64,478,2798.47,04-12-2021,Peaty,Jute,Chhattisgarh,557,801,FALSE,6,373
cotton,95.24,07-09-2020,1/17/2021,high,34.58,-5.09,479,2565.92,12/26/2022,Peaty,Groundnut,Madhya Pradesh,3764,305,FALSE,5,995
corn,89.42,11/15/2021,1/22/2020,medium,11.68,18.11,480,6461.94,6/16/2020,Red,Groundnut,Assam,4652,252,FALSE,9,984
wheat,73.92,10/18/2022,9/29/2021,low,24.09,65.88,481,3372.72,8/28/2022,Loamy,Sorghum,Tamil Nadu,8264,4,FALSE,9,580
wheat,80.23,05-09-2022,4/22/2022,medium,21.85,44.93,482,8050.73,11/28/2020,Mountain,Sunflower,Assam,166,937,TRUE,7,845
corn,24.38,10/20/2020,4/27/2020,low,44,-15.69,483,1409.67,11-09-2022,Laterite,Sunflower,Haryana,7141,209,TRUE,9,729
wheat,27.62,5/17/2020,4/23/2021,medium,43.58,12.12,484,4746.13,12/28/2020,Red,Date Palm,Uttar Pradesh,4583,71,FALSE,6,821
soybeans,48.06,6/18/2021,9/29/2021,high,15.18,-18.57,485,8857.45,09-06-2022,Red,Guar,Chhattisgarh,1254,184,FALSE,10,413
corn,62.41,3/24/2021,12/13/2022,medium,33.38,-17.85,486,3262.19,11/25/2021,Black,Guar,Odisha,1316,268,FALSE,10,412
wheat,38.86,8/20/2022,11-03-2022,medium,44.67,18.15,487,1047.09,6/20/2022,Loamy,Sorghum,Punjab,2376,549,TRUE,3,76
soybeans,52.08,11-05-2022,05-07-2021,low,6.51,106.07,488,8554.66,03-07-2021,Peaty,Lentil,Maharashtra,9970,722,TRUE,4,495
wheat,72.58,12-07-2022,10-05-2022,medium,10.88,52.74,489,8302.8,8/20/2021,Desert,Peanut,Kerala,9441,450,TRUE,9,51
corn,4.72,5/28/2022,9/26/2021,low,28.25,106.04,490,8951.65,7/17/2021,Alluvial,Cabbage,Uttar Pradesh,1389,715,FALSE,10,706
rice,80.31,07-05-2020,05-04-2022,high,24.73,80.81,491,1380.47,5/13/2020,Black,Guar,Jammu and Kashmir,6220,728,FALSE,2,449
cotton,99.46,1/29/2022,01-12-2022,medium,44.93,63.97,492,8362.16,04-08-2021,Clayey,Guar,Bihar,145,591,FALSE,1,327
rice,38.06,12/13/2022,10/14/2021,high,49.32,65.41,493,656.31,5/19/2021,Saline,Cashew,Haryana,7526,492,TRUE,1,716
cotton,25.55,7/29/2021,10/13/2021,low,41.79,35.29,494,3424.38,7/26/2022,Black,Chili,Himachal Pradesh,7245,493,TRUE,2,473
corn,27.43,09-04-2020,01-10-2021,low,47.84,35.18,495,5367.88,11/28/2021,Black,Cabbage,Telangana,2818,463,FALSE,3,986
wheat,15.02,01-09-2022,3/22/2020,medium,34.53,46.17,496,2659.95,5/29/2021,Clayey,Barley,Karnataka,5174,501,TRUE,6,513
corn,35.7,9/29/2021,06-03-2020,high,41.51,39.21,497,60.85,02-03-2022,Peaty,Sesame,West Bengal,3486,220,FALSE,3,981
wheat,52.43,1/25/2021,5/26/2020,low,43.92,118.79,498,6272.23,11/18/2021,Loamy,Millets,Telangana,7862,733,FALSE,3,488
rice,79.64,07-03-2022,8/31/2022,low,26.34,-2.28,499,144.54,05-05-2021,Saline,Lentil,Gujarat,1125,731,FALSE,2,448
soybeans,54.5,5/26/2021,1/27/2020,high,15.61,95.53,500,3277.71,12-12-2020,Black,Groundnut,Gujarat,2774,196,TRUE,1,4
corn,74.71,3/29/2020,5/13/2022,high,46.03,50.91,501,9227.14,7/15/2021,Loamy,Pineapple,Bihar,5354,435,TRUE,2,496
corn,9.95,7/27/2021,09-08-2022,high,26.67,67.16,502,962.85,10-04-2021,Loamy,Rice,Himachal Pradesh,5145,259,TRUE,6,9
soybeans,6.02,02-07-2020,12/15/2021,high,10.55,1.66,503,5801.97,7/16/2020,Desert,Bajra (Pearl Millet),Bihar,9719,204,TRUE,6,739
soybeans,84.85,08-03-2020,5/25/2022,high,25.71,11.1,504,5994.37,7/21/2022,Laterite,Potato,Maharashtra,7251,810,FALSE,2,717
rice,71.11,7/13/2020,2/25/2022,low,22.37,38.17,505,4575.54,2/18/2020,Peaty,Cashew,Rajasthan,8868,283,FALSE,6,984
cotton,44.73,12-06-2020,1/23/2022,medium,1.02,25.88,506,1864.18,10/24/2022,Saline,Coffee,Punjab,8332,128,FALSE,7,41
corn,84.86,12/16/2020,11/13/2020,medium,11.57,-8.92,507,6389.45,03-09-2022,Red,Rice,Himachal Pradesh,6939,353,TRUE,6,652
rice,6.92,10-09-2020,4/15/2021,low,28.18,37.77,508,9589.7,12/31/2020,Loamy,Rice,Maharashtra,6271,94,TRUE,2,676
rice,77.68,6/25/2022,07-04-2020,medium,38.91,110.44,509,246.55,9/30/2022,Desert,Cotton,Uttar Pradesh,7610,699,TRUE,7,825
wheat,24.12,04-09-2020,05-01-2022,high,36.35,54.17,510,8490.45,1/29/2020,Laterite,Barley,Tamil Nadu,758,285,TRUE,9,947
cotton,25.83,06-01-2022,4/17/2020,low,34.6,35.68,511,6375.04,9/16/2021,Loamy,Tea,West Bengal,239,188,TRUE,2,522
cotton,91.69,9/22/2022,6/30/2020,medium,17.81,101.76,512,1980.34,10-09-2021,Saline,Areca nut,Madhya Pradesh,8046,280,FALSE,3,474
rice,7.13,11/25/2022,09-01-2022,medium,33.8,19.07,513,53.18,9/18/2022,Desert,Sugarcane,Himachal Pradesh,4084,34,TRUE,1,178
wheat,67.73,1/30/2021,11/26/2021,low,31.64,-10,514,8188.54,02-02-2021,Red,Ragi,Madhya Pradesh,8520,391,FALSE,6,131
wheat,4.74,06-01-2020,05-11-2021,high,28.89,-0.4,515,3416.66,06-11-2021,Red,Tea,Kerala,8723,962,FALSE,6,967
wheat,68.14,12-08-2021,08-02-2020,low,25.22,-3.28,516,5146.57,11-02-2020,Saline,Plum,Haryana,5345,349,TRUE,3,531
corn,4.68,7/23/2021,3/16/2021,medium,3.76,34.68,517,6935.61,07-08-2020,Clayey,Apple,Rajasthan,3973,581,FALSE,9,883
soybeans,2.36,5/18/2020,08-06-2020,medium,45.9,65.41,518,5023.68,6/30/2021,Desert,Chickpea,West Bengal,1098,164,FALSE,5,489
cotton,85.88,09-08-2022,10/31/2021,high,36.4,90.61,519,8847.28,4/17/2020,Peaty,Guar,Jammu and Kashmir,8647,666,FALSE,2,96
corn,79.44,9/28/2020,05-12-2020,low,25.69,82.23,520,4516.52,5/25/2021,Loamy,Apple,Uttarakhand,3056,987,TRUE,10,570
wheat,78.96,06-11-2020,01-12-2021,high,18.4,46.22,521,7036.99,04-01-2020,Black,Coriander,Maharashtra,6,383,TRUE,8,374
corn,16.14,12-04-2021,7/21/2022,medium,29.46,1.33,522,881.72,03-05-2021,Desert,Sunflower,West Bengal,9873,322,FALSE,7,52
rice,22.31,7/29/2021,5/20/2022,high,16.54,40.3,523,1412.31,4/29/2021,Loamy,Mustard,Jammu and Kashmir,3011,224,FALSE,3,337
cotton,84.91,5/18/2021,11/25/2022,medium,33.84,96.43,524,141.53,5/15/2020,Laterite,Cotton,Assam,2490,824,TRUE,1,930
cotton,60.1,08-12-2020,9/19/2021,medium,3.82,-14.4,525,7764.29,10-12-2021,Laterite,Peanut,Jammu and Kashmir,9504,296,FALSE,2,97
soybeans,6.57,8/31/2020,12-12-2021,medium,28.44,25.41,526,1453.21,11/13/2020,Mountain,Sugarcane,Telangana,6644,875,FALSE,10,709
rice,87.74,11/24/2021,2/29/2020,high,28.4,74.64,527,9590.3,12-08-2022,Peaty,Barley,Bihar,7660,600,TRUE,6,570
cotton,80.41,3/19/2020,10-06-2021,medium,24.09,60.93,528,489.12,09-07-2020,Black,Mustard,Assam,839,812,FALSE,9,493
soybeans,81.48,07-07-2021,3/16/2022,low,39.91,-2.21,529,5854.23,9/20/2022,Saline,Lentil,Madhya Pradesh,4915,221,TRUE,1,692
wheat,70.49,9/24/2021,02-12-2021,medium,34.32,56.36,530,2860.77,3/24/2021,Mountain,Onion,Kerala,131,465,TRUE,9,345
rice,54.95,10/21/2021,6/25/2022,medium,34.08,11.58,531,4418.65,09-10-2021,Peaty,Groundnut,Jammu and Kashmir,9859,595,FALSE,4,933
rice,81.29,05-06-2021,10-02-2021,low,3.58,-7.87,532,1343.6,12/27/2022,Black,Rice,Jammu and Kashmir,6709,805,TRUE,4,914
cotton,85.45,2/15/2022,12/28/2021,high,18.74,109.63,533,9234.18,1/13/2021,Alluvial,Peach,West Bengal,540,131,FALSE,1,547
rice,23.62,08-03-2020,1/26/2020,medium,2.91,-2.2,534,7558.47,11/20/2020,Laterite,Cumin,Haryana,1923,162,TRUE,10,297
wheat,69.22,12-12-2020,08-07-2022,low,21.4,77.41,535,9429.05,12/14/2021,Mountain,Mustard,Chhattisgarh,5517,903,FALSE,10,181
cotton,30.32,6/18/2020,3/17/2020,high,32.77,100.2,536,4347.94,7/21/2021,Desert,Soybean,Maharashtra,1900,99,FALSE,1,513
rice,71.24,08-06-2021,1/18/2022,low,24.57,64.13,537,624.74,11-07-2021,Red,Chili,Kerala,8973,181,TRUE,6,800
wheat,10.84,7/30/2021,9/19/2021,low,9.23,3.62,538,7769.13,12/14/2021,Peaty,Cotton,Karnataka,9570,693,FALSE,7,662
cotton,7.69,12-02-2021,07-09-2020,low,26.32,106.37,539,5862.48,6/14/2021,Laterite,Lentil,Kerala,1550,488,TRUE,10,10
wheat,85.82,2/27/2021,04-08-2021,low,1.12,56.28,540,890.83,3/17/2022,Black,Tobacco,Madhya Pradesh,3215,138,FALSE,7,29
corn,35.03,7/22/2020,1/24/2022,high,21.69,101.28,541,2524.22,3/14/2020,Laterite,Chickpea,Haryana,1743,707,FALSE,10,990
cotton,19.07,6/27/2020,8/28/2021,high,37.75,60.09,542,6598.49,09-05-2022,Peaty,Peanut,Assam,4645,672,FALSE,7,270
cotton,66.88,04-08-2021,10/24/2022,high,14.7,5.61,543,2049.81,9/14/2021,Loamy,Sesame,Telangana,662,724,TRUE,4,567
corn,34.96,2/23/2020,11/21/2022,medium,48.59,84.53,544,1977.61,5/23/2022,Clayey,Tur (Pigeon Pea),West Bengal,3348,545,TRUE,9,933
rice,58.2,6/16/2020,7/16/2020,medium,39.42,51.22,545,3355.45,8/27/2022,Loamy,Date Palm,Punjab,4237,488,TRUE,8,951
corn,15.45,7/18/2022,05-09-2020,low,28.59,42.03,546,8737.9,11/21/2022,Clayey,Tea,Karnataka,2873,860,FALSE,2,549
wheat,27.11,4/21/2021,04-04-2021,low,15.95,13.33,547,4342.35,05-01-2022,Desert,Ragi,Kerala,8259,433,FALSE,4,441
cotton,17.74,3/23/2021,12/25/2022,low,35.67,33.13,548,9979.98,9/22/2020,Alluvial,Mustard,Andhra Pradesh,4977,687,TRUE,10,342
rice,30.77,09-10-2022,7/15/2020,high,24.03,53.88,549,9582.49,9/20/2021,Mountain,Tobacco,Andhra Pradesh,6201,99,TRUE,4,403
corn,43.17,1/21/2022,7/24/2022,high,30.39,70.87,550,7310.47,8/15/2022,Clayey,Cashew,Uttar Pradesh,6529,982,FALSE,2,982
corn,26.93,02-05-2022,04-11-2021,low,42.98,109.58,551,9885.24,6/30/2021,Alluvial,Mustard,Chhattisgarh,1012,546,FALSE,4,875
cotton,61.74,08-12-2020,5/19/2021,medium,28.02,-15.08,552,6223.39,07-05-2022,Desert,Lentil,Bihar,8872,525,FALSE,7,91
rice,15.72,7/30/2022,02-09-2022,high,31.39,100.14,553,3085.15,4/26/2022,Alluvial,Cumin,Assam,2783,51,FALSE,4,236
corn,76.12,1/24/2021,10-12-2021,low,3.14,9.39,554,7525,12/15/2021,Desert,Plum,Haryana,3411,253,TRUE,2,221
corn,87.48,11/30/2022,3/21/2020,medium,40.35,52.4,555,1339.99,1/30/2020,Desert,Mustard,Chhattisgarh,4462,655,FALSE,8,160
corn,28.32,11/16/2022,8/16/2020,high,42.86,57.27,556,2991.93,8/19/2022,Loamy,Areca nut,Bihar,7327,371,TRUE,1,796
rice,66.73,06-02-2021,01-03-2022,medium,26.82,-17.08,557,4140.97,12/26/2021,Clayey,Peanut,Tamil Nadu,9274,296,FALSE,5,674
soybeans,97.24,01-05-2020,1/21/2022,low,41.07,-12.27,558,1088.75,07-11-2021,Saline,Barley,Andhra Pradesh,8727,264,TRUE,8,991
rice,74.29,10-09-2022,11-10-2021,low,42.12,63.14,559,8626.09,2/17/2021,Saline,Lentil,Himachal Pradesh,7929,86,FALSE,9,196
wheat,29.24,3/18/2020,7/31/2021,medium,21.01,105.19,560,778.79,6/16/2020,Saline,Date Palm,Himachal Pradesh,7497,602,TRUE,6,847
corn,33.08,10/18/2021,11-12-2020,low,1.06,-2.81,561,3999.28,10/31/2021,Loamy,Ragi,Gujarat,7236,407,TRUE,8,206
soybeans,63.12,07-10-2022,07-04-2022,low,32.05,20.82,562,3394.91,05-04-2020,Clayey,Tur (Pigeon Pea),Uttarakhand,1069,572,FALSE,10,617
corn,13.99,08-07-2022,10-12-2021,medium,23.16,-0.25,563,3819.03,5/18/2020,Peaty,Sorghum,Maharashtra,1993,328,FALSE,6,829
corn,12.1,2/15/2021,10-04-2020,medium,31.94,55.61,564,7585.03,6/18/2020,Loamy,Tur (Pigeon Pea),Chhattisgarh,7268,305,FALSE,5,666
corn,95.09,3/27/2022,06-07-2021,medium,49.43,107.09,565,9397.26,9/23/2022,Loamy,Plum,Kerala,3048,409,TRUE,1,7
corn,32.9,6/20/2020,9/24/2020,low,31.78,38.69,566,6080.88,12/20/2021,Desert,Chili,Madhya Pradesh,9525,434,FALSE,8,336
wheat,33.3,5/24/2022,8/27/2021,high,37.34,5.48,567,816.76,1/24/2020,Laterite,Millets,Andhra Pradesh,1768,703,TRUE,5,305
soybeans,83.11,9/29/2022,3/21/2020,high,11.65,57.04,568,7876.81,3/18/2021,Clayey,Lentil,Tamil Nadu,5957,278,FALSE,1,661
cotton,95.43,7/28/2022,8/17/2020,low,35.17,1.55,569,5797.65,03-10-2022,Loamy,Guar,Assam,5649,197,FALSE,6,275
soybeans,46.38,11/25/2021,2/25/2022,high,8.28,2.71,570,6667.83,06-07-2021,Black,Tobacco,Karnataka,3725,36,TRUE,9,323
soybeans,96.4,03-11-2021,11/23/2020,low,44.97,97.87,571,9667.85,5/25/2020,Black,Barley,Uttarakhand,6897,899,FALSE,8,215
soybeans,0.12,11-07-2022,1/30/2022,medium,4.32,103.35,572,4514.42,06-11-2022,Laterite,Tobacco,Assam,9414,591,TRUE,8,57
wheat,91.02,5/22/2022,4/20/2020,low,42.37,107.53,573,200.05,12/17/2020,Alluvial,Lentil,Haryana,8025,738,FALSE,3,640
soybeans,15.09,1/13/2020,10-05-2020,high,30.56,72.07,574,3803.61,7/26/2020,Laterite,Peanut,Himachal Pradesh,964,339,TRUE,1,785
corn,59.93,07-04-2021,02-02-2020,medium,49.93,34.74,575,9741.42,11-04-2022,Mountain,Areca nut,Assam,1572,880,FALSE,8,331
wheat,3.97,03-07-2022,8/30/2020,low,47.09,21.92,576,5575.46,06-01-2021,Desert,Lentil,Uttarakhand,7681,660,TRUE,5,653
wheat,80.37,10-03-2022,11/13/2020,low,29.33,104.3,577,2442.64,9/23/2020,Saline,Ragi,Assam,9827,962,TRUE,1,853
rice,73.02,8/22/2020,06-04-2020,low,35.16,67.11,578,3842.79,04-02-2021,Mountain,Sorghum,Jammu and Kashmir,6533,564,FALSE,10,264
rice,41.64,2/20/2021,7/31/2021,medium,38,-5.64,579,9345.83,9/19/2021,Clayey,Peach,Jammu and Kashmir,48,315,TRUE,1,37
rice,46.2,1/25/2020,3/26/2022,medium,5.7,15.51,580,6802.82,7/14/2021,Saline,Peach,Andhra Pradesh,975,382,FALSE,8,537
corn,4.14,07-01-2022,4/25/2020,medium,46.74,78.23,581,7542.8,1/29/2021,Laterite,Onion,Telangana,4703,289,TRUE,4,632
wheat,30.55,04-07-2021,3/19/2021,high,3.85,20.16,582,9238.37,09-01-2021,Saline,Coriander,Maharashtra,3115,110,TRUE,4,298
soybeans,23.41,09-05-2022,09-07-2020,high,7.9,99.84,583,3336.57,11/29/2020,Peaty,Groundnut,Tamil Nadu,7100,863,TRUE,4,473
wheat,81.89,08-12-2022,12/13/2022,medium,24.4,118.41,584,73.91,12-12-2021,Red,Sorghum,Assam,6680,926,TRUE,7,596
wheat,61.67,8/28/2021,4/20/2021,low,12.43,19.67,585,8873.43,06-01-2022,Loamy,Tea,Assam,8527,512,FALSE,10,332
rice,99.2,02-06-2022,12/28/2020,medium,36.97,110.62,586,8907.07,4/25/2021,Clayey,Coriander,Assam,5047,914,TRUE,6,463
corn,7.22,10-05-2021,04-02-2020,medium,45.05,109.28,587,4342.9,03-04-2020,Clayey,Areca nut,Punjab,7659,196,FALSE,9,420
corn,14.88,1/22/2020,6/14/2020,medium,28.92,76.62,588,9204.72,5/15/2022,Clayey,Lentil,Gujarat,1790,297,FALSE,1,867
rice,8.43,05-04-2020,2/13/2020,medium,28.13,100.74,589,7056.19,06-06-2020,Black,Date Palm,Telangana,4673,333,FALSE,3,387
corn,65.62,04-07-2022,12/28/2021,high,8.99,63.19,590,3165.38,03-05-2020,Mountain,Tea,Kerala,6344,458,FALSE,10,308
soybeans,86.06,7/18/2020,7/31/2022,low,26.33,85.97,591,9185.05,11-07-2020,Loamy,Soybean,Telangana,8544,783,FALSE,7,524
corn,13.82,2/15/2020,8/22/2020,low,7.65,16.82,592,1492.11,10-04-2022,Black,Vegetables,Uttarakhand,8180,620,FALSE,5,942
rice,70.34,3/28/2021,06-08-2021,low,46.99,107.12,593,9473.63,02-06-2021,Red,Onion,Himachal Pradesh,1872,451,TRUE,10,528
wheat,4.8,11-05-2022,1/26/2020,medium,6.7,35.05,594,3575.06,6/16/2022,Loamy,Areca nut,Karnataka,5483,772,FALSE,4,586
soybeans,8.01,9/29/2021,11/14/2021,low,7.21,84.81,595,8687.57,09-04-2022,Mountain,Soybean,Haryana,8981,325,TRUE,4,274
corn,60.45,08-07-2022,5/16/2020,low,18.58,22.14,596,172.15,4/21/2021,Laterite,Guar,Rajasthan,7246,797,FALSE,4,80
cotton,7.97,12-09-2022,7/22/2022,low,28.26,45.7,597,4789.5,05-05-2021,Alluvial,Coriander,Uttar Pradesh,2478,441,FALSE,7,612
rice,77.25,1/18/2021,12-11-2021,low,5.56,7.3,598,4285.96,03-09-2022,Laterite,Bajra (Pearl Millet),Maharashtra,4304,338,TRUE,8,859
cotton,61.96,03-08-2022,3/24/2021,medium,47.3,77.97,599,6986.04,9/17/2021,Red,Date Palm,Karnataka,3243,803,FALSE,9,198
wheat,51.03,02-05-2020,9/28/2021,low,17.22,73.89,600,1904.87,5/21/2020,Black,Mustard,Tamil Nadu,5844,536,FALSE,6,681
